Title,Description,Tags,Image_Path,Price,AI_Disclosure,Tier,Aesthetic_Score
"Minimalist Butterfly Makeup, Pride Makeup, Face Art Makeup, Rave Makeup Art Print — Aesthetic Digital Download","Elevate your space with this Butterfly Makeup, Pride Makeup, Face Art Makeup, Rave Makeup wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-28/Butterfly_Makeup%2C_Pride_Makeup%2C_Face_Art_Makeup%2C_Rave_Makeup%2C_Eye_Makeup_Picture_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,8.76
Minimalist Luxury_Entryway_Ideas_for_a_Beautiful_First_Impression_-_Min Art Print — Aesthetic Digital Download,"Elevate your space with this Luxury_Entryway_Ideas_for_a_Beautiful_First_Impression_-_Min wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-18/Luxury_Entryway_Ideas_for_a_Beautiful_First_Impression_-_Minimalist_Home_Decor_I_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,8.7
Minimalist an abstract painting with waves and mountains in the backgro Art Print — Aesthetic Digital Download,"Elevate your space with this an abstract painting with waves and mountains in the backgro wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-15/an_abstract_painting_with_waves_and_mountains_in_the_background_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,8.51
Minimalist This contains an image of: Art Print — Aesthetic Digital Download,"Elevate your space with this This contains an image of: wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-09/This_contains_an_image_of%3A_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,8.22
"Minimalist Chicken Enchilada soup with beans, corn, and chunks of chick Art Print — Aesthetic Digital Download","Elevate your space with this Chicken Enchilada soup with beans, corn, and chunks of chick wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-22/Chicken_Enchilada_soup_with_beans%2C_corn%2C_and_chunks_of_chicken_in_a_red_broth_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,8.2
Minimalist an info sheet with different types of furniture and decor on Art Print — Aesthetic Digital Download,"Elevate your space with this an info sheet with different types of furniture and decor on wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-26/an_info_sheet_with_different_types_of_furniture_and_decor_on_it%2C_including_couch_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,8.18
Minimalist Matcha Matcha Latte Art Cute Kawaii Aesthetic Art Print — Aesthetic Digital Download,"Elevate your space with this Matcha Matcha Latte Art Cute Kawaii Aesthetic wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-30/Matcha_Matcha_Latte_Art_Cute_Kawaii_Aesthetic_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.98
"Minimalist Discover the timeless beauty of Greece, white-washed villas, Art Print — Aesthetic Digital Download","Elevate your space with this Discover the timeless beauty of Greece, white-washed villas, wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-25/Discover_the_timeless_beauty_of_Greece%2C_white-washed_villas%2C_traditional_stone_p_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.96
Minimalist #moodboard #mood #мудборд #дизайнногтей #nails #manicure #ма Art Print — Aesthetic Digital Download,"Elevate your space with this #moodboard #mood #мудборд #дизайнногтей #nails #manicure #ма wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-03/_moodboard__mood__%D0%BC%D1%83%D0%B4%D0%B1%D0%BE%D1%80%D0%B4__%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%BD%D0%BE%D0%B3%D1%82%D0%B5%D0%B9__nails__manicure__%D0%BC%D0%B0%D0%BD%D0%B8%D0%BA%D1%8E%D1%80_Mood_Board_For_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.78
"Minimalist From black chrome to messy punk details, these edgy nails gr Art Print — Aesthetic Digital Download","Elevate your space with this From black chrome to messy punk details, these edgy nails gr wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-05/From_black_chrome_to_messy_punk_details%2C_these_edgy_nails_grunge_ideas_are_every_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.65
Minimalist a person reaching for something in the water with their hand Art Print — Aesthetic Digital Download,"Elevate your space with this a person reaching for something in the water with their hand wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-08/a_person_reaching_for_something_in_the_water_with_their_hand_on_top_of_some_rock_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.65
Minimalist three girls with their faces painted in different colors Art Print — Aesthetic Digital Download,"Elevate your space with this three girls with their faces painted in different colors wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-14/three_girls_with_their_faces_painted_in_different_colors_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.63
Minimalist This may contain: an ocean view with the words pov you're an Art Print — Aesthetic Digital Download,"Elevate your space with this This may contain: an ocean view with the words pov you're an wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-11/This_may_contain%3A_an_ocean_view_with_the_words_pov_you%27re_an_ocean_lover_mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.6
Minimalist a man is floating in the water with his arm around his neck  Art Print — Aesthetic Digital Download,"Elevate your space with this a man is floating in the water with his arm around his neck  wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-15/a_man_is_floating_in_the_water_with_his_arm_around_his_neck_and_wearing_a_white__mockup.jpg,15.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",curated,7.54
Minimalist Winter hair inspo has entered the chat! ❄️✨ Swipe for styles Art Print — Aesthetic Digital Download,"Elevate your space with this Winter hair inspo has entered the chat! ❄️✨ Swipe for styles wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-11/Winter_hair_inspo_has_entered_the_chat%21_%E2%9D%84%EF%B8%8F%E2%9C%A8_Swipe_for_styles_that%E2%80%99ll_keep_you_lo_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.4
Minimalist a woman standing on top of a sandy beach next to the ocean w Art Print — Aesthetic Digital Download,"Elevate your space with this a woman standing on top of a sandy beach next to the ocean w wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-12/a_woman_standing_on_top_of_a_sandy_beach_next_to_the_ocean_with_her_arms_in_the__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.24
Minimalist This contains an image of: Art Print — Aesthetic Digital Download,"Elevate your space with this This contains an image of: wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-12/This_contains_an_image_of%3A_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.2
Minimalist an easel with a painting on it in the grass Art Print — Aesthetic Digital Download,"Elevate your space with this an easel with a painting on it in the grass wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-19/an_easel_with_a_painting_on_it_in_the_grass_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.18
Minimalist a painting of a man in a suit and tie reading a newspaper wi Art Print — Aesthetic Digital Download,"Elevate your space with this a painting of a man in a suit and tie reading a newspaper wi wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-14/a_painting_of_a_man_in_a_suit_and_tie_reading_a_newspaper_with_papers_scattered__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.14
"Minimalist Make Up Graphic, Makeup Graphic Liner, Eyeliner Looks Alt, E Art Print — Aesthetic Digital Download","Elevate your space with this Make Up Graphic, Makeup Graphic Liner, Eyeliner Looks Alt, E wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-27/Make_Up_Graphic%2C_Makeup_Graphic_Liner%2C_Eyeliner_Looks_Alt%2C_Eyeliner_Design%2C_Alt__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.13
Minimalist the words i'm just a pink girl written in pink on a pink bac Art Print — Aesthetic Digital Download,"Elevate your space with this the words i'm just a pink girl written in pink on a pink bac wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-04/the_words_i%27m_just_a_pink_girl_written_in_pink_on_a_pink_background_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.11
"Minimalist an advertisement for the celebration of naidoo week, with co Art Print — Aesthetic Digital Download","Elevate your space with this an advertisement for the celebration of naidoo week, with co wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-07/an_advertisement_for_the_celebration_of_naidoo_week%2C_with_colorful_flowers_and_l_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.07
Minimalist the glow up guide is shown with pink flowers and other thing Art Print — Aesthetic Digital Download,"Elevate your space with this the glow up guide is shown with pink flowers and other thing wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-19/the_glow_up_guide_is_shown_with_pink_flowers_and_other_things_to_use_on_it_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.06
Minimalist a white building with blue doors and steps Art Print — Aesthetic Digital Download,"Elevate your space with this a white building with blue doors and steps wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-24/a_white_building_with_blue_doors_and_steps_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.04
Minimalist an alley way with flowers growing over the doorways and door Art Print — Aesthetic Digital Download,"Elevate your space with this an alley way with flowers growing over the doorways and door wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-28/an_alley_way_with_flowers_growing_over_the_doorways_and_doors_on_either_side_of__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.04
"Minimalist Nails With Rings, Nail Rings, Anime Nails, Grunge Nails, Shi Art Print — Aesthetic Digital Download","Elevate your space with this Nails With Rings, Nail Rings, Anime Nails, Grunge Nails, Shi wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-30/Nails_With_Rings%2C_Nail_Rings%2C_Anime_Nails%2C_Grunge_Nails%2C_Shiny_Nails%2C_Y2k_Nails%2C_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.03
Minimalist a woman standing on top of a sandy beach next to the ocean w Art Print — Aesthetic Digital Download,"Elevate your space with this a woman standing on top of a sandy beach next to the ocean w wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-13/a_woman_standing_on_top_of_a_sandy_beach_next_to_the_ocean_with_her_arms_in_the__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.03
Minimalist Glow Up in 7 Days ✨ | Simple Beauty Tips Every Girl Needs 💖  Art Print — Aesthetic Digital Download,"Elevate your space with this Glow Up in 7 Days ✨ | Simple Beauty Tips Every Girl Needs 💖  wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-21/Glow_Up_in_7_Days_%E2%9C%A8_%7C_Simple_Beauty_Tips_Every_Girl_Needs_%F0%9F%92%96_%7C_healthy_habits_to__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.02
"Minimalist i'm my soft girl era logo in pink and white with the words,  Art Print — Aesthetic Digital Download","Elevate your space with this i'm my soft girl era logo in pink and white with the words,  wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-01/i%27m_my_soft_girl_era_logo_in_pink_and_white_with_the_words%2C_i%27m_my_soft_girl_era_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.02
Minimalist a room with some baskets and plates on the wall Art Print — Aesthetic Digital Download,"Elevate your space with this a room with some baskets and plates on the wall wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-25/a_room_with_some_baskets_and_plates_on_the_wall_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.01
